Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Record Type,Longitude,Latitude,Primary NAICS Description,Primary SIC Description
Caminar,,,248 Redwood Ave,Redwood City,CA,94061,Verified,-122.225481,37.474805,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Caminar,Steven,Gilbert,2600 S El Camino Real # 200,San Mateo,CA,94403,Verified,-122.30569,37.543588,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Caminar Inc,,,107 Santa Barbara Ave,Daly City,CA,94014,Verified,-122.464656,37.707868,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Caminar Wellness,Connie,Archuleta,915 Tuolumne St,Vallejo,CA,94590,Verified,-122.23822,38.109105,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Camino Nuevo Community,,,1200 N Main St # 650,Santa Ana,CA,92701,Verified,-117.868129,33.755172,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Campbell, Christine",Christine,Campbell,3808 W Riverside Dr # 400,Burbank,CA,91505,Verified,-118.341081,34.152257,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Campion Counseling Ctr,,,1453 14th St # 400,Santa Monica,CA,90404,Verified,-118.484183,34.02321,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Canyon Manor,Richard,Evatz,655 Canyon Rd,Novato,CA,94947,Verified,-122.58209,38.09661,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Canyonview Treatment Ctr,,,1001 S Mountvale Ct,Anaheim,CA,92808,Verified,-117.744691,33.849017,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Capital Star Behavioral Health,,,401 S St,Sacramento,CA,95811,Verified,-121.505068,38.572668,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Card,,,5300 Lennox Ave # 100,Bakersfield,CA,93309,Verified,-119.062574,35.359374,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Career Connection,Rebecca,Ellis,2864 University Ave,San Diego,CA,92104,Verified,-117.132235,32.748804,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Carolina Stewart & Assoc,,,1527 W Lewis St,San Diego,CA,92103,Verified,-117.177478,32.751535,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Casa Behavioral Health LLC,,,309 N Almont Dr,Beverly Hills,CA,90211,Verified,-118.387757,34.071083,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Casa De LA Vida,Russell,Huddlemyer,421 Fairmount Ave,Oakland,CA,94611,Verified,-122.256289,37.819659,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Casa Del Sol,Leslie,Preston,1501 Fruitvale Ave,Oakland,CA,94601,Verified,-122.225416,37.779083,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Casa Del Sol,Amelia,Ford,1157 30th St,San Diego,CA,92154,Verified,-117.06863,32.575438,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Casa Paredes,Eyvonne,Selice,501 N Soto St,Los Angeles,CA,90033,Verified,-118.207016,34.048653,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Casa Serenity,Darlene,Jackson,100 Orchard Way,Red Bluff,CA,96080,Verified,-122.208473,40.179527,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cascade Centers Inc,Anthony,Brown,401 E Peltason Dr # 4650,Irvine,CA,92617,Verified,-117.83535,33.646471,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cash Pacifica,Vicki,Garcia,321 Cassidy St,Oceanside,CA,92054,Verified,-117.363032,33.174437,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Catalyst Program,Janqueshia,Gay,7155 Mission Gorge Rd,San Diego,CA,92120,Verified,-117.088369,32.801917,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Catfornla Association-Psych,,,516 3rd St,Santa Rosa,CA,95401,Verified,-122.714383,38.439146,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Ccs Cal Works Oc,,,631 S Brookhurst St # 106,Anaheim,CA,92804,Verified,-117.959806,33.823652,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cedar Rose Programs,Rick,Presta,1304 East St # 113,Redding,CA,96001,Verified,-122.389404,40.58667,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cedars-Sinai Dept-Psychiatry,Thomas M,Priselac,8730 Gracie Allen Dr,Los Angeles,CA,90048,Verified,-118.379745,34.075218,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cendana Care Home,Luz,Cendena,10104 Monte Vallo Ct,Sacramento,CA,95827,Verified,-121.317298,38.573693,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Aging Resources,Janet,Yang,447 N El Molino Ave,Pasadena,CA,91101,Verified,-118.137005,34.153676,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Behavioral Educ,,,1849 Sawtelle Blvd # 680,Los Angeles,CA,90025,Verified,-118.44541,34.042577,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Behavioral Sciences,Brandon,Yim,17911 Sky Park Cir # E,Irvine,CA,92614,Verified,-117.861063,33.691553,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Biobehavioral Scnc,Ronald,Podell,11835 W Olympic Blvd # 220,Los Angeles,CA,90064,Verified,-118.451799,34.033356,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Discovery,,,8484 Wilshire Blvd,Beverly Hills,CA,90211,Verified,-118.375624,34.064634,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Family Counseling,Paula,Barber,9925 International Blvd # 6,Oakland,CA,94603,Verified,-122.170028,37.743094,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Neurofeedback-Phyco,Sima,Rowhani,16661 Ventura Blvd,Encino,CA,91436,Verified,-118.496326,34.158672,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For New Directions,,,41690 Enterprise Cir N # 212,Temecula,CA,92590,Verified,-117.169074,33.519378,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center For Postpartum Health,Diana,Lynnbarnes,20700 Ventura Blvd # 203,Woodland Hills,CA,91364,Verified,-118.583803,34.16632,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center Or Health & Healing,Farah,Khan,1000 Fremont Ave # 270,Los Altos,CA,94024,Verified,-122.085807,37.351894,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Center Star Act,Marissa,Munteanu,4283 El Cajon Blvd # 115,San Diego,CA,92105,Verified,-117.102179,32.754843,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Central Region Act,Melissa,Beals,1260 Morena Blvd # 100,San Diego,CA,92110,Verified,-117.202051,32.770564,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Central Star Behavioral Health,,,2934 N Fresno St,Fresno,CA,93703,Verified,-119.781353,36.777651,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Central Star Behavioral Health,Laura,Urzua,2020 Standiford Ave,Modesto,CA,95350,Verified,-121.030051,37.689114,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Centro De Bienestar-Mental,Miguel,Valencia,160 E Virginia St # 280,San Jose,CA,95112,Verified,-121.877643,37.32562,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Centro De Desarrollo Familiar,Jorge,Canseco,2677 Zoe Ave # 120,Huntington Park,CA,90255,Verified,-118.222729,33.979317,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cfsa,,,16390 Main St,Guerneville,CA,95446,Verified,-122.999966,38.502183,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Chambliss, Kathy",Kathy,Chambliss,2615 Pacific Coast Hwy,Hermosa Beach,CA,90254,Verified,-118.396356,33.87351,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Chan, Kevin",Kevin,Chan,2531 W Woodland Dr,Anaheim,CA,92801,Verified,-117.973032,33.849551,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Change With Applied Behavior,Satwinder,Singh,1259 Sunny Ct,San Jose,CA,95116,Verified,-121.860008,37.341626,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Changes,Claire,Castro,403 E Montecito St,Santa Barbara,CA,93101,Verified,-119.688485,34.419744,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Changing Courses,Claudia,Dias,3355 Myrtle Ave # 265,North Highlands,CA,95660,Verified,-121.38735,38.654269,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Changing Passage Family Svc,Terrance,Adams,12401 Folsom Blvd # 308,Rancho Cordova,CA,95742,Verified,-121.215171,38.630291,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Chassler, Lynda Phd",Lynda,Chassler,360 N Bedford Dr # 409,Beverly Hills,CA,90210,Verified,-118.404465,34.067773,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Child & Family Institute,Dennis,Oreilly,3951 Performance Dr # G,Sacramento,CA,95838,Verified,-121.464084,38.639976,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Child-Adolescent Behavioral,,,2292 Ana Tree Pl,Tustin,CA,92780,Verified,-117.813269,33.717514,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Children & Families Inc,,,14623 Hawthorne Blvd,Lawndale,CA,90260,Verified,-118.352992,33.898565,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Children Full Svc Partnership,Lisa,Clemente,6305 Woodman Ave,Van Nuys,CA,91401,Verified,-118.431653,34.185121,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Children's Behavioral Health,,,988 Mccourtney Rd,Grass Valley,CA,95949,Verified,-121.07185,39.209209,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Children's Bureau,Patrisha,Hodgman,44404 16th St W,Lancaster,CA,93534,Verified,-118.158131,34.689919,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Childrens Bureau Of California,Irma,Gomez,460 E Carson Plaza Dr # 102,Carson,CA,90746,Verified,-118.266841,33.845836,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Childrens Bureau Southern,Steve,Stoltz,14600 Ramona Blvd,Baldwin Park,CA,91706,Verified,-117.957205,34.086856,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Children's Bureau-Southern Ca,Debbie,Devine,921 W Avenue J # C,Lancaster,CA,93534,Verified,-118.146765,34.689541,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Children's Care Connection,,,4120 Waring Rd,Oceanside,CA,92056,Verified,-117.28719,33.188168,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Children's Mental Health Svc,Meridyth,Alpert,1911 Williams Dr # 150,Oxnard,CA,93036,Verified,-119.155365,34.219567,Psychiatric & Substance Abuse Hospitals,Mental Health Services
China Town North Beach Mental,David N,Ogami,729 Filbert St,San Francisco,CA,94133,Verified,-122.411968,37.801014,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Chinese Mental Health Assn,,,729 Filbert St,San Francisco,CA,94133,Verified,-122.411968,37.801014,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Choice Behavioral Health Inc,,,2121 W Imperial Hwy # E168,La Habra,CA,90631,Verified,-117.969913,33.917865,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Christian Counseling,Tifani-Crys,Hanley,101 E Redlands Blvd # 277,Redlands,CA,92373,Verified,-117.180652,34.058313,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Christian Encounter Ministries,Mark,Andrews,17183 Retrac Way,Grass Valley,CA,95949,Verified,-121.101457,39.118291,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Christine Campbell Mft,,,3808 W Riverside Dr # 400,Burbank,CA,91505,Verified,-118.341081,34.152257,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Christopher Taylor Mft,Christopher,Taylor,13405 Folsom Blvd # 200,Folsom,CA,95630,Verified,-121.184066,38.657485,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Citizens Commission On Human,,,1451 Irvine Blvd,Tustin,CA,92780,Verified,-117.804387,33.745413,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Clinica Sierra Vista,Karen,Ice,3105 Wilson Rd,Bakersfield,CA,93304,Verified,-119.037569,35.332142,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Clinica Sierra Vista,Don,Davis,7839 Burgundy Ave,Lamont,CA,93241,Verified,-118.917644,35.26235,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Clinica Sierra Vista Adult,Alex,Leon,828 High St # A,Delano,CA,93215,Verified,-119.24622,35.76738,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cnri Los Angeles LLC,Thomas,Tran,8309 Telegraph Rd,Pico Rivera,CA,90660,Verified,-118.116245,33.967927,Psychiatric & Substance Abuse Hospitals,Mental Health Services
CNS Psychiatry,Hedana,Patel,11911 San Vicente Blvd # 240,Los Angeles,CA,90049,Verified,-118.470214,34.05319,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Coalinga State Hospital,Jaskaran S,Sandhu,24511 W Jayne Ave,Coalinga,CA,93210,Verified,-120.240303,36.137238,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Coastal Psychiatric Med Assoc,Clair,Boyer,8950 Villa LA Jolla Dr # B206,La Jolla,CA,92037,Verified,-117.234734,32.870865,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Coastal Turning Point,Shawn,Smith,6001 Butler Ln # 206,Scotts Valley,CA,95066,Verified,-122.005918,37.061666,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cognitive Behavioral Help,,,12625 High Bluff Dr,San Diego,CA,92130,Verified,-117.239558,32.947471,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Cognitive Behavioral Svc,Chris,Tammariello,2725 Jefferson St # 6,Carlsbad,CA,92008,Verified,-117.348896,33.164906,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,,,1901 E Center St # 100,Anaheim,CA,92805,Verified,-117.891337,33.841011,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,Lisa,Albert,631 S Brookhurst St # 106,Anaheim,CA,92804,Verified,-117.959806,33.823652,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,Tom,Seitezx,11277 Garden Grove Blvd # 100,Garden Grove,CA,92843,Verified,-117.936165,33.774982,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,Lisa,Baker,12966 Euclid St # 280,Garden Grove,CA,92840,Verified,-117.937114,33.774743,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,Amisha,Pannu,2731 Nugget Ave,Lake Isabella,CA,93240,Verified,-118.473503,35.626625,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,Theresa,Marinas,16940 State Highway 14 # C,Mojave,CA,93501,Verified,-118.174327,35.068632,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,,,1400 N Norma St # 133,Ridgecrest,CA,93555,Verified,-117.678724,35.646359,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc,Shannon,Jonson,107 S Mill St,Tehachapi,CA,93561,Verified,-118.452796,35.132497,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Community Svc Inc,Tom,Seitz,1530 E 1st St # 210,Santa Ana,CA,92701,Verified,-117.847368,33.744559,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Hospital-Partial Prgm,Scott,Blaisdel,1933 W Valley Blvd,Alhambra,CA,91803,Verified,-118.145176,34.077584,Psychiatric & Substance Abuse Hospitals,Mental Health Services
College Hospital-Partial Prgrm,Lisa,Flores,1488 E Lincoln Ave,Anaheim,CA,92805,Verified,-117.897354,33.839254,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Columbia Bay Area Healthcare,Trisia,Baker,15891 Los Gatos Almaden Rd,Los Gatos,CA,95032,Verified,-121.948053,37.244436,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Columbia Huntington Beach Hosp,Linda,Crumb,17772 Beach Blvd,Huntington Beach,CA,92647,Verified,-117.986453,33.703788,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Colusa County Of Mental Health,Valerie,Stirling,411 4th St,Colusa,CA,95932,Verified,-122.008241,39.214094,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Common House,Tony,Pera,843 W 15th St # 13,Newport Beach,CA,92663,Verified,-117.933297,33.628383,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Behavioral Health,Craig,Wagoner,7171 N Cedar Ave,Fresno,CA,93720,Verified,-119.757485,36.840426,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Family Guidance Ctr,Doncella,Winship,8320 Iowa St,Downey,CA,90241,Verified,-118.134229,33.937503,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Health For Asian,,,268 Grand Ave,Oakland,CA,94610,Verified,-122.258512,37.809736,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Hospital-Outpatient,Sharon,Bohaja,576 Hartnell St # 300,Monterey,CA,93940,Verified,-121.896047,36.59523,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Hospital-Sn Brnrdn,,,,San Bernardino,CA,92408,Verified,-117.290732,34.065218,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Integrated Svc Inc,Elizabeth,Bijou,8238 Amigo Ave,Reseda,CA,91335,Verified,-118.538581,34.220443,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Psychiatry,Stephani,Martinez,3841 N Freeway Blvd # 120,Sacramento,CA,95834,Verified,-121.48285,38.640624,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Re Entry Program,Todd,Sabian,405 E Pine St,Stockton,CA,95204,Verified,-121.292066,37.974112,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Research Foundation,Veronica,Lopez,2772 4th Ave # 2,San Diego,CA,92103,Verified,-117.161523,32.73431,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Community Services Programs,Claudette,Allen,4990 Williams Ave,La Mesa,CA,91942,Verified,-117.037531,32.769343,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Compassionate Friends,,,,San Diego,CA,92115,Verified,-117.071912,32.760842,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Compatior,Elizabeth,Duran,9637 California Ave,South Gate,CA,90280,Verified,-118.207529,33.946908,Psychiatric & Substance Abuse Hospitals,Mental Health Services
